startt_uid,company-name,match_industry,match_sector,match_subsector
st-c-395,AyurUniverse,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-396,AyuRythm,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Apps & Mobile Health
st-c-398,Azah,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-399,Azani Sports,Consumer Goods & Services,Personal Products,Skincare & Cosmetics (D2C Beauty)
st-c-400,Azuro.in,Technology & Digital Innovation,Emerging Technologies,Robotics Software
st-c-401,B:Live,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-402,B2Brain,Technology & Digital Innovation,Enterprise Software & Services,Customer Relationship Management
st-c-403,Baadshah Gaming,Entertainment & Media,Gaming & Interactive Media,Game Development & Publishing
st-c-405,Babajob,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-406,Baby Destination,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-407,Babyamore,Consumer Goods & Services,Personal Products,Baby Care Products
st-c-408,BabyBerry,Consumer Goods & Services,Personal Products,Baby Care Products
st-c-409,BabyChakra,Consumer Goods & Services,Personal Products,Baby Care Products
st-c-410,Babygogo,Consumer Goods & Services,Personal Products,Baby Care Products
st-c-412,BabyOrgano,Advanced Materials & Chemicals,Specialty Chemicals,Electronic Chemicals
st-c-413,BabyOye,Consumer Goods & Services,Personal Products,Baby Care Products
st-c-414,BabyPro,Consumer Goods & Services,Household Products,Home Organization & Storage
st-c-415,Backpacker,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-416,Badhaan,Financial Services & FinTech,Financial Infrastructure,Risk Management Solutions
st-c-417,Bag2Bag,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-419,BakBuck,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-420,Bakfy,Education & EdTech,EdTech,E-Learning Platforms
st-c-421,Bakingo,Food & Beverage,Restaurant & Food Service,Cloud Kitchens
st-c-422,Balance Technology,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-423,BalleBaazi,Financial Services & FinTech,Web3 & Emerging Tech,Decentralized Finance (DeFi)
st-c-424,Balwaan,Agriculture & AgriTech,Agricultural Produce,Livestock & Animal Husbandry
st-c-425,BAMBINOS,Education & EdTech,EdTech,E-Learning Platforms
st-c-426,BambooBox,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-427,Bambrew,Textiles & Apparel,Technical Textiles,Agro & Geotextiles
st-c-428,Bandhoo,Real Estate & Construction,Construction Tech,Construction Management Software
st-c-429,BangDB,Technology & Digital Innovation,Data & Analytics,Data Integration & ETL
st-c-431,BankBazaar,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-434,Bansiwala,Telecommunications,Communication Platforms,Cloud Telephony Services
st-c-436,Bare Anatomy,Consumer Goods & Services,Personal Products,Skincare & Cosmetics (D2C Beauty)
st-c-437,Bariflo Labs,CleanTech & Sustainability,Water Management,Water Treatment & Purification
st-c-439,BarRaiser,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-440,barter.li,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-441,Barton Breeze,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-442,BASIC Home Loan,Financial Services & FinTech,Digital Lending & Neobanks,Education Loans & Financing
st-c-443,Bats on delivery,Retail & Digital Commerce,Quick Commerce,Hyperlocal Delivery Networks
st-c-444,Battery Smart,Automotive & Components,Auto Components,Battery & Energy Storage Systems
st-c-445,BatteryPool,Automotive & Components,Vehicle Manufacturing & OEMs,Electric & Hybrid Vehicles (EVs)
st-c-447,BatX Energies,Automotive & Components,Auto Components,Battery & Energy Storage Systems
st-c-448,Baxi,Transportation & Logistics,Transportation Services,Ride-hailing & Taxi Services
st-c-449,BBLUNT,Personal Services,Beauty & Wellness Services,Beauty Tech Solutions
st-c-450,Be:Live,Retail & Digital Commerce,E-commerce,Live Shopping Platforms
st-c-453,BeatO,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-455,BeatRoute,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-456,BebeBurp,Food & Beverage,Food Products & Processing,Snacks & Confectionery
st-c-457,Beco,Retail & Digital Commerce,Quick Commerce,Essentials Quick Delivery
st-c-458,BedBathMore,Entertainment & Media,AdTech/MarTech,Creative & Media Agencies
st-c-459,Bee Flights,Automotive & Components,Automotive Technology,Autonomous Vehicles (AV Tech)
st-c-460,Beepkart,Retail & Digital Commerce,Niche E-Commerce Platforms,Pre-owned & Refurbished Marketplaces
st-c-461,Befikr,Consumer Goods & Services,Household Products,Home Organization & Storage
st-c-463,Belita,Personal Services,Beauty & Wellness Services,Salon & Spa Services
st-c-465,Bellatrix Aerospace,Automotive & Components,Automotive Technology,Alternative Fuel Systems
st-c-466,Belong,Real Estate & Construction,PropTech,Property Listing & Search Solutions
st-c-467,BeloorBayir Biotech,Consumer Goods & Services,Personal Products,Ayurvedic & Natural Products
st-c-469,Benepik,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-470,Benoit Fashion,Textiles & Apparel,Apparel Brands & Retail,Luxury Lifestyle
st-c-471,Benow,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-473,BestDoc,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Technology,Patient Engagement Platforms
st-c-474,BetaGlide,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-475,BetaOut,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-476,Better Beauty,Consumer Goods & Services,Personal Products,Skincare & Cosmetics (D2C Beauty)
st-c-477,Better Home,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-479,Better Opinions,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-480,Better Butter,Entertainment & Media,Social & Digital Media,Social Media Platforms
st-c-481,Betterhalf,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-482,BetterPlace,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-483,BeU Salons,Technology & Digital Innovation,Emerging Technologies,5G Applications
st-c-484,Bevy,Technology & Digital Innovation,Data & Analytics,Business Intelligence
st-c-485,Bewakoof,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-486,Bey Bee,Consumer Goods & Services,Personal Products,Baby Care Products
st-c-487,Beyobo,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-488,Beyond Evolution,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-489,BeyondIRR,Financial Services & FinTech,Investment & Wealth Tech,Wealth Management Solutions
st-c-490,BeyondSkool,Education & EdTech,EdTech,Educational Content & Curriculum
st-c-491,Beyoung,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-492,BeYouPlus,Textiles & Apparel,Technical Textiles,Medical & Healthcare Fabrics
st-c-495,Bhanzu,Education & EdTech,EdTech,E-Learning Platforms
st-c-496,Bharat Bazaar,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-498,Bharati Robotics,Manufacturing & Industry 4.0,Industry 4.0 & Automation,Industrial Robotics & Automation
st-c-499,BharatNXT,Financial Services & FinTech,Payments & Transaction Services,Remittance Platforms
st-c-500,BharatPe,Financial Services & FinTech,Payments & Transaction Services,UPI / QR Code Payments
st-c-501,BharatRohan,Agriculture & AgriTech,AgriTech,Agricultural Analytics & AI
st-c-502,Bharatsure,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Health Monitoring Platforms
st-c-503,BharatX,Retail & Digital Commerce,Retail Technology,Point-of-Sale Solutions
st-c-506,BHIVE,Professional & Business Services,Office & Facilities Management,Corporate Gifting
st-c-507,BHIVE WORKSPACE,Professional & Business Services,Office & Facilities Management,Corporate Gifting
st-c-508,BHyve,Education & EdTech,EdTech,E-Learning Platforms
st-c-510,BiBox Labs,Technology & Digital Innovation,Artificial Intelligence,AI Infrastructure & Tools
st-c-511,Biconomy,Financial Services & FinTech,Web3 & Emerging Tech,Blockchain & Cryptocurrency
st-c-512,Biddano,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Platforms & Infrastructure
st-c-513,Bidgely,Energy & Utilities,Energy Technology & Innovation,Energy Analytics & Software
st-c-514,Bidso,Textiles & Apparel,Manufacturing & Supply Chain Innovation,Automated Production Systems
st-c-515,Big Bang Boom Solutions,Aerospace & Defence,Aerospace & Defence Systems,Drones
st-c-519,BigBHK.com,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-521,Biggies Burger,Food & Beverage,Restaurant & Food Service,Quick Service Restaurants
st-c-522,BigHaat,Agriculture & AgriTech,Agricultural Supply Chain,Agricultural Marketplaces
st-c-524,BigSpoon,Food & Beverage,Restaurant & Food Service,Cloud Kitchens
st-c-525,BigStylist,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-526,Bigyellowfish,Technology & Digital Innovation,Data & Analytics,Data Integration & ETL
st-c-527,Bijak,Agriculture & AgriTech,Agricultural Supply Chain,Agricultural Marketplaces
st-c-528,Bijnis,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-529,Bikayi,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-530,Bike Bazaar,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-531,BikeWo,Automotive & Components,Automotive Technology,EV Charging Infrastructure
st-c-532,Bikry,Retail & Digital Commerce,E-commerce,Social Commerce
st-c-533,Bikxie,Transportation & Logistics,Transportation Services,Ride-hailing & Taxi Services
st-c-534,BillClap,Technology & Digital Innovation,Enterprise Software & Services,Business Management Software
st-c-535,BillDesk,Financial Services & FinTech,Payments & Transaction Services,Payment Gateways
st-c-537,BillionElectric,Telecommunications,Connectivity Solutions,IoT & M2M Connectivity
st-c-538,Billionloans,Financial Services & FinTech,Digital Lending & Neobanks,Digital Banking Platforms
st-c-539,BillMe,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-541,Bimaplan,Financial Services & FinTech,InsurTech,Digital Insurance Platforms
st-c-543,Binocs,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,AI Diagnostics
st-c-544,BIO-LUTIONS,Textiles & Apparel,Technical Textiles,Agro & Geotextiles
st-c-545,Biodesign Innovation Labs,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Assistive Technology
st-c-546,BioPrime Agrisolutions,Agriculture & AgriTech,AgriTech,Agricultural Biotechnology
st-c-547,Biotz,Healthcare & Life Sciences (MedTech & Biotech),Healthcare Equipment & Supplies,Wearable Health Devices
st-c-551,Bite Club,Food & Beverage,Food & Beverage Technology,Restaurant Management Software
st-c-552,BiteSpeed,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-553,BitGiving,Retail & Digital Commerce,E-commerce,Social Commerce
st-c-554,Bitgram,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-555,Bitla Software,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-556,bitsCrunch,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-557,Bitsila,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-558,Biz Analyst,Technology & Digital Innovation,Cloud Computing & Infrastructure,Cloud Storage Solutions
st-c-559,BizeeBuy,Technology & Digital Innovation,Enterprise Software & Services,Industry-Specific Software (Vertical SaaS)
st-c-560,Bizlog,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-561,Bizom,Retail & Digital Commerce,Retail Technology,Inventory Management Systems
st-c-562,Bizongo,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-563,Bizzo,"Travel, Hospitality & Experiences",TravelTech,Alternative Accommodation Marketplaces
st-c-564,Black White Orange Brands,Retail & Digital Commerce,Quick Commerce,Dark Store Operations
st-c-565,Blackboard Radio,Education & EdTech,EdTech,Educational Apps & Mobile Learning
st-c-566,BlackBuck,Transportation & Logistics,Transportation Services,Public Transportation Tech
st-c-569,Blaize,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-572,Blingg,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-573,Blink,Retail & Digital Commerce,Quick Commerce,Grocery Quick Delivery
st-c-574,Blinkit,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-575,BlissClub,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-576,Bliv.Club,Financial Services & FinTech,Web3 & Emerging Tech,Tokenization Platforms
st-c-577,Blockade Games,Technology & Digital Innovation,Emerging Technologies,Blockchain & Web3
st-c-578,BlogBeats,Entertainment & Media,Social & Digital Media,Metaverse Platforms & Virtual Worlds
st-c-579,Blowhorn,Technology & Digital Innovation,Artificial Intelligence,Machine Learning
st-c-580,Blox.xyz,Real Estate & Construction,PropTech,Real Estate Transaction Platforms
st-c-581,BluArmor,Consumer Goods & Services,Consumer Electronics,Wearable Technology
st-c-582,Blubirch,Retail & Digital Commerce,Supply Chain & Distribution,Logistics Tech for Retail
st-c-583,Blubox,Retail & Digital Commerce,Niche E-Commerce Platforms,Luxury & Premium Goods Marketplaces
st-c-584,Blue Box Media,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-585,Blue Dolph,Technology & Digital Innovation,Cloud Computing & Infrastructure,Data Centers & Hosting
st-c-586,Blue Planet,Technology & Digital Innovation,Enterprise Software & Services,Enterprise Resource Planning
st-c-587,Blue Sky Analytics,CleanTech & Sustainability,ClimateTech,Air Quality Monitoring
st-c-588,BLUE TEA INDIA,Healthcare & Life Sciences (MedTech & Biotech),Pharmaceuticals,Ayurveda & Alternative Medicine
st-c-589,Blue Tokai Coffee Roasters,Professional & Business Services,Office & Facilities Management,Business Travel Platforms
st-c-590,Blue Tribe,Food & Beverage,Food & Beverage Technology,Food Delivery Platforms
st-c-592,BlueCircle,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-593,Bluecopa,Financial Services & FinTech,Financial Infrastructure,API Banking
st-c-594,BlueGape,Textiles & Apparel,FashionTech,Digital Fashion Platforms
st-c-596,Bluepad,Technology & Digital Innovation,Emerging Technologies,Internet of Things
st-c-597,Blueshift,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-598,BlueStone,Healthcare & Life Sciences (MedTech & Biotech),Consumer Health & Wellness,Telehealth Infrastructure
st-c-600,BluSapphire,Technology & Digital Innovation,Artificial Intelligence,AI Agents
st-c-601,BluSmart,Transportation & Logistics,Transportation Services,Ride-hailing & Taxi Services
st-c-602,Bluwheelz,Retail & Digital Commerce,Supply Chain & Distribution,Last-mile Delivery Solutions
st-c-603,boAt,Entertainment & Media,Media Production & Distribution,OTT Platforms
