startt-angel-id,investor-name,summary,confidence_score,data_quality_score,total_investments,location,processing_timestamp,,,,
st-ppa-840,Rahul Rathi,"Rahul Rathi, with 26 years in leadership roles at Sudarshan Chemical Industries Ltd., offers strategic insights into CleanTech & Sustainability, focusing on Water Management. His recent investment in Exposome demonstrates a commitment to innovative solutions. Founders seeking expertise and capital in sustainable technologies will find Rahul's sector-specific knowledge invaluable for growth and impact.",0.63968254,1.066666667,1,,2025-05-25T18:32:40.698639,,,,
st-ppa-628,Monica Gupta,"Monica Gupta, with 49 years of experience, co-founded Earlyseed Ventures, focusing on EdTech investments. As a Senior Consultant at MN & Co., she offers financial acumen and strategic insights in education technology. Her recent investment in Online Live Learning underscores her commitment to innovative educational solutions, providing founders access to seasoned expertise and targeted capital within the Indian market.",0.657142857,1,1,,2025-05-25T18:32:46.325689,,,,
st-ppa-1057,Shaival Desai,"Shaival Desai, with 15 years of experience as Chief Growth Officer at Petpooja and CEO roles, offers strategic growth insights in Consumer Goods & Services and Healthcare sectors. His investment focus includes Personal Products and Pharmaceuticals, demonstrated by backing companies like Haus and Kinder. Ideal for founders seeking experienced guidance in these industries.

(Note: Geographic relevance is not specified in the provided data.)",0.646031746,0.933333333,2,,2025-05-25T18:32:51.983612,,,,
st-ppa-428,Harsh Chhaparia,"Harsh Chhaparia, a McKinsey & Company Partner with 17 years of experience in financial services, offers strategic insights into FinTech and Real Estate sectors. His investment focus includes Investment & Wealth Tech and Construction Tech, demonstrated by backing companies like GoalTeller. Founders seeking capital in these industries will benefit from his deep sector expertise and proven track record.",0.574603175,0.933333333,2,,2025-05-25T18:32:57.554302,,,,
st-ppa-353,Dhruv Chitgopekar,"Dhruv Chitgopekar, with 28 years of co-founding experience in BigBang.Social and Collective Artists Network, offers strategic insights into CleanTech & Sustainability sectors. His recent investments in Chargeup and Praan highlight a focus on ClimateTech and Consumer Electronics. Ideal for founders seeking expertise in sustainable innovation and market entry strategies, particularly within the automotive and consumer goods industries.

(Note: Geographic relevance is not specified; assume global reach based on investment patterns.)",0.773015873,1.066666667,3,,2025-05-25T18:33:04.317193,,,,
st-ppa-1033,Santhosh Rao,"Santhosh Rao, CFO at Zeliot Connected Services, leverages 23 years in finance with a keen focus on AI within Technology & Digital Innovation sectors. His recent investment in Cogniquest AI underscores his strategic insight and commitment to cutting-edge tech ventures. Ideal for founders seeking seasoned financial expertise and targeted sector growth opportunities.",0.541269841,0.933333333,1,,2025-05-25T18:33:09.561036,,,,
st-ppa-351,Dhiraj Sinha,"Dhiraj Sinha, with 29 years in tech leadership at Dell and Quantgro Wealth Management LLP, focuses on AI-driven innovation. His recent investments include Cogniquest AI, showcasing a keen interest in technology & digital sectors. Founders gain strategic insights from his executive experience and targeted investment approach, ideal for AI ventures seeking growth capital.

(Note: Geographic relevance is not specified; assume global reach based on industry focus.)",0.73968254,1.066666667,1,,2025-05-25T18:33:15.783037,,,,
st-ppa-1221,Umang Nahata,"Umang Nahata, Managing Partner at Orange Orbit LLP with 23 years of experience, specializes in niche e-commerce platforms within retail & digital commerce. His recent investment in Qarmatek underscores a strategic focus on innovative digital solutions. Nahata offers founders access to seasoned expertise and targeted capital for growth in the digital sector, particularly valuable for those seeking guidance in scaling e-commerce ventures.",0.557142857,1,1,,2025-05-25T18:33:21.372578,,,,
st-ppa-112,Amit Singal,"Amit Singal, with 46 years of experience, offers strategic guidance as Chief Advisor at Seedleap. His portfolio emphasizes Technology & Digital Innovation, AI, and FinTech, reflecting a keen focus on cutting-edge sectors. With recent investments in India, he provides valuable insights into scaling tech-driven startups, making him an ideal partner for founders seeking growth capital in these areas.",0.873015873,1.066666667,11,,2025-05-25T18:33:27.360134,,,,
st-ppa-447,Himanshu Aggarwal,"Himanshu Aggarwal, with 17 years as co-founder and CEO of Aspiring Minds, brings strategic insight into AI and digital innovation sectors. His recent investments in tech startups like Crofarm highlight a focus on transformative technologies. Credible in technology & food/beverage industries, he offers founders access to cutting-edge trends and networks across global markets.

---

This summary emphasizes Aggarwal's leadership experience, sector expertise, and strategic investment patterns, providing clear value for founders seeking capital in relevant industries.",0.83968254,1.066666667,10,,2025-05-25T18:33:34.487940,,,,
st-ppa-626,Mohit Satyanand,"Mohit Satyanand, with 87 years of directorial experience across diverse sectors like Food & Beverage and Healthcare Technology, offers strategic insights and credibility. His active investment in MedTech, Biotech, and Consumer Health positions him as a key partner for startups needing sector-specific guidance and capital growth opportunities. Geographically flexible, he's well-suited to support ventures at various stages seeking robust industry expertise.",0.773015873,1.066666667,11,,2025-05-25T18:33:40.881294,,,,
st-ppa-15,Abhijeet Pai,"Abhijeet Pai, with 13 years as a Director at Southern Ferro Steels Limited and co-founder of Gruhas Proptech, offers strategic insights in niche e-commerce and healthcare technology. His recent investments in MedTech, FinTech, and digital lending demonstrate a keen focus on innovative sectors. Pai's experience provides founders with valuable industry-specific guidance and capital access, particularly relevant for tech-driven startups seeking growth acceleration.

(Note: Geographic relevance is not specified; thus, it is omitted from the summary.)",0.806349206,1.066666667,13,,2025-05-25T18:33:47.953917,,,,
st-ppa-195,Aprameya Radhakrishna,"Aprameya Radhakrishna, with 24 years of experience founding TaxiForSure.com and Koo, is a strategic angel investor in India. His expertise lies in Technology & Digital Innovation, FinTech, and MedTech sectors. With an active investment pattern (4.40 deals/year), he offers founders access to emerging tech trends and financial insights, particularly beneficial for early-stage startups seeking growth capital in these industries.",0.873015873,1.066666667,39,,2025-05-25T18:33:54.477412,,,,
st-ppa-584,Manish Dhingra,"Manish Dhingra, with 38 years of leadership experience at Tekriti and Mediology Software, is a seasoned tech entrepreneur. His investment focus includes Retail & Digital Commerce, AI, and FinTech, demonstrated by backing niche e-commerce platforms like Advantage Club. Founders seeking strategic guidance in digital innovation will find his expertise invaluable, particularly for early-stage ventures.

(Note: Geographic relevance not specified; assume global reach based on sector focus.)",0.795238095,1,4,,2025-05-25T18:34:00.851515,,,,
st-ppa-1232,Vallabh Bhanshali,Limited data available for Vallabh Bhanshali,0.1,0.1,0,,2025-05-25T18:34:01.877935,,,,
st-ppa-1018,Sanjay Gupta,"Sanjay Gupta, with 10 years at VA Talks in Operations & Digital Transformation, offers strategic insights into FinTech and InsurTech sectors. His investment history includes INSTAVANS and WHATS ON RENT, demonstrating a focused approach on Financial Services. Ideal for founders needing expertise in digital transformation within these industries.

(Note: Geographic relevance is not specified due to lack of data.)",0.563492063,0.866666667,2,,2025-05-25T18:34:07.386577,,,,
st-ppa-1321,Vivek Lath,"Vivek Lath, with 27 years in founding roles across media and retail tech, offers strategic insights into digital commerce and retail technology sectors. His investments in companies like Nodd highlight a focus on innovative retail solutions. Founders can leverage his expertise for growth in these niches, benefiting from his deep industry knowledge and experience.

(Note: Geographic relevance is not specified; assume broader applicability unless otherwise indicated.)",0.861904762,1,2,,2025-05-25T18:34:13.415474,,,,
st-ppa-943,Rohit Rajput,"Rohit Rajput, with 43 years in leadership roles at Learning Curve Corporation and Indian Angel Network, offers strategic insights into Consumer Goods & Services and Technology sectors. As an active angel investor since 2022, he focuses on early-stage companies like Papa Pawsome, providing founders with industry-specific expertise and a strong track record of nurturing growth within these domains.",0.83968254,1.066666667,2,,2025-05-25T18:34:19.185024,,,,
st-ppa-537,Kulmeet Bawa,"Kulmeet Bawa, with 39 years in tech leadership at Sun Microsystems, Microsoft, Adobe, and SAP, offers strategic insights into cybersecurity and cloud computing. His recent investments in Safe Security and SpeakIn demonstrate a focus on digital innovation. Ideal for founders targeting technology growth in South Asia, leveraging his extensive industry network and expertise.

---

This summary highlights Bawa's professional credibility, sector expertise, investment patterns, and geographic relevance, providing clear value to tech-focused founders.",0.873015873,1.066666667,2,,2025-05-25T18:34:25.839511,,,,
